,quantity,unit_price,discount_percent,shipping_cost,Year,rating,customer_segment_Gold,customer_segment_Premium,product_name_External HDD,product_name_Gaming Chair,product_name_Headphones,product_name_Keyboard,product_name_Laptop,product_name_Monitor,product_name_Mouse,product_name_Phone Stand,product_name_Power Bank,product_name_Printer,product_name_Router,product_name_Smart Watch,product_name_Speakers,product_name_Tablet,subtotal,discount_amount,Revenue
177,10,6100.31,0.06,10.96,2024,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61003.100000000006,3660.186,57353.874
180,1,14463.68,0.03,89.42,2024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14463.68,433.9104,14119.1896
183,10,895.19,0.11,68.13,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8951.900000000001,984.7090000000002,8035.321000000002
186,2,182.05,0.02,40.05,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.1,7.282000000000001,396.86800000000005
187,2,27582.08,0.05,6.15,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55164.16,2758.2080000000005,52412.102000000006
188,2,905.81,0.05,83.05,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1811.62,90.581,1804.089
189,10,5954.39,0.226172997290527,77.97,2024,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59543.9,13467.222333367412,46154.64766663259
190,10,51844.69,0.31,0.61,2023,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518446.9,160718.53900000002,357728.971
191,5,61153.4,0.09,74.52,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305767.0,27519.03,278322.49
193,2,3479.18,0.226172997290527,13.37,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6958.36,1573.7931374265115,5397.936862573488
194,9,3905.52,0.25,62.16,2023,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35149.68,8787.42,26424.420000000002
195,10,1866.65,0.01,13.62,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18666.5,186.665,18493.454999999998
196,4,62077.24,0.16,30.46,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248308.96,39729.4336,208609.9864
197,3,8586.33,0.22,87.73,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25758.989999999998,5666.9778,20179.742199999997
198,3,2352.24,0.05,63.93,2023,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7056.719999999999,352.836,6767.813999999999
199,9,2533.97,0.39,78.39,2024,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22805.73,8894.2347,13989.885299999998
201,2,10974.39,0.37,96.48,2024,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21948.78,8121.048599999999,13924.2114
202,1,8232.24,0.06,32.41,2023,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8232.24,493.9344,7770.7155999999995
204,5,14074.62,0.16,86.57,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70373.1,11259.696000000002,59199.974
205,1,1919.65,0.05,36.03,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1919.65,95.98250000000002,1859.6975
206,2,12071.86,0.34,30.47,2023,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24143.72,8208.864800000001,15965.3252
207,1,3074.99,0.1,18.15,2023,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3074.99,307.499,2785.641
208,4,13995.4,0.1,23.21,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55981.6,5598.16,50406.65
212,1,4368.52,0.39,74.46,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4368.52,1703.7228000000002,2739.2572
213,5,21312.72,0.07,40.58,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106563.6,7459.452000000001,99144.728
214,7,7312.23,0.26,90.23,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51185.61,13308.258600000001,37967.5814
215,7,2324.44,0.36,77.67,2024,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16271.08,5857.5887999999995,10491.1612
217,2,25384.08,0.39,54.42,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50768.16,19799.582400000003,31022.9976
219,1,12275.06,0.07,10.95,2024,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12275.06,859.2542000000001,11426.7558
220,10,210.14,0.14,6.59,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2101.3999999999996,294.19599999999997,1813.7939999999996
221,1,59346.09,0.02,80.03,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59346.09,1186.9217999999998,58239.1982
222,6,4282.77,0.15,96.39,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25696.620000000003,3854.4930000000004,21938.517
223,1,7017.08,0.26,28.69,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7017.08,1824.4408,5221.329199999999
224,3,12409.06,0.24,52.86,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37227.18,8934.5232,28345.5168
225,1,11524.39,0.31,37.35,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11524.39,3572.5609,7989.179099999999
226,2,13005.11,0.16,47.47,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26010.22,4161.635200000001,21896.0548
228,1,53898.32,0.2,70.4,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53898.32,10779.664,43189.056000000004
229,4,1775.75,0.33,86.17,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7103.0,2343.9900000000002,4845.18
230,2,10642.23,0.31,90.33,2023,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21284.46,6598.1826,14776.607399999999
231,4,3347.29,0.02,74.64,2024,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13389.16,267.7832,13196.0168
233,10,13184.7,0.39,27.43,2023,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131847.0,51420.33,80454.09999999999
234,1,58230.1,0.21,30.04,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58230.1,12228.321,46031.818999999996
235,10,2726.37,0.34,28.57,2023,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27263.699999999997,9269.658,18022.611999999997
237,1,2190.6,0.226172997290527,23.86,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2190.6,495.4545678646284,1719.0054321353714
238,6,3458.31,0.01,51.12,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20749.86,207.4986,20593.4814
239,4,841.22,0.29,63.8,2024,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3364.88,975.8152,2452.8648000000003
240,9,4097.72,0.226172997290527,55.16,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36879.48,8341.142530116045,28593.497469883958
241,2,880.78,0.35,86.14,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.56,616.5459999999999,1231.1540000000002
242,10,227.28,0.08,36.05,2024,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2272.8,181.824,2127.0260000000003
243,1,3350.25,0.19,1.33,2024,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3350.25,636.5475,2715.0325
244,1,12413.16,0.03,65.86,2023,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12413.16,372.3948,12106.6252
246,9,13651.53,0.37,14.56,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122863.77,45459.594900000004,77418.73509999999
247,1,8075.38,0.12,25.5,2023,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8075.38,969.0455999999999,7131.8344
248,4,9008.76,0.15,41.93,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36035.04,5405.256,30671.714
249,2,3604.92,0.26,89.89,2024,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7209.84,1874.5584000000001,5425.171600000001
250,9,25359.49,0.33,80.12,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228235.41,75317.68530000001,152997.8447
251,6,4452.3,0.24,65.55,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26713.800000000003,6411.312000000001,20368.038
252,8,13343.18,0.2,50.7,2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106745.44,21349.088000000003,85447.052
253,2,25159.94,0.14,80.13,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50319.88,7044.7832,43355.2268
254,9,2032.21,0.3,13.21,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18289.89,5486.967,12816.132999999998
255,10,2353.95,0.13,96.6,2024,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23539.5,3060.135,20575.964999999997
256,1,3281.71,0.23,58.72,2023,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3281.71,754.7933,2585.6366999999996
260,1,4355.69,0.01,46.9,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4355.69,43.5569,4359.0331
262,2,9447.351521955212,0.06,48.53,2024,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18894.703043910424,1133.6821826346254,17809.5508612758
263,1,61851.59,0.226172997290527,53.34,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61851.59,13989.159497484787,47915.77050251521
264,1,3241.32,0.226172997290527,11.0,2024,3.78987608752966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3241.32,733.099059577731,2519.220940422269
266,1,11631.67,0.21,26.38,2024,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11631.67,2442.6507,9215.3993
267,6,2681.25,0.23,49.39952138694063,2024,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16087.5,3700.125,12436.77452138694
268,10,3521.98,0.4,60.67,2023,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35219.8,14087.920000000002,21192.55
269,1,790.79,0.09,98.56,2023,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.79,71.1711,818.1788999999999
270,2,16583.14,0.226172997290527,50.31,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33166.28,7501.316956576859,25715.27304342314
271,6,1926.25,0.02,72.47,2024,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11557.5,231.15,11398.82
272,9,2134.96,0.25,4.3,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19214.64,4803.66,14415.279999999999
273,4,53289.3,0.07,75.85,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213157.2,14921.004000000003,198312.046
274,1,8997.58,0.03,6.8,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8997.58,269.9274,8734.452599999999
277,6,13249.27,0.28,11.38,2023,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79495.62,22258.7736,57248.22639999999
278,10,3659.12,0.11,68.61,2023,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36591.2,4025.0319999999997,32634.778
279,9,23846.52,0.3,76.06,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,214618.68,64385.60399999999,150309.136
281,1,6006.2,0.23,3.85,2023,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6006.2,1381.426,4628.624
282,6,3340.96,0.13,59.96,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20045.760000000002,2605.9488000000006,17499.7712
283,2,7046.97,0.19,1.88,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14093.94,2677.8486000000003,11417.9714
284,9,16192.65,0.28,78.82,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145733.85,40805.478,105007.19200000001
286,3,3215.56,0.28,80.79,2023,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9646.68,2701.0704000000005,7026.3996
287,2,893.16,0.04,40.93,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1786.32,71.4528,1755.7972
288,3,5786.2,0.19,12.74,2023,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17358.6,3298.1339999999996,14073.205999999998
289,2,3578.25,0.24,27.32,2023,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7156.5,1717.56,5466.26
290,4,2585.81,0.21,44.07,2024,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10343.24,2172.0804,8215.2296
291,1,3491.31,0.28,10.56,2023,3.78987608752966,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3491.31,977.5668000000001,2524.3032
292,9,11305.1,0.03,31.24,2023,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101745.90000000001,3052.377,98724.76300000002
293,6,4478.15,0.13,49.02,2024,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26868.899999999998,3492.957,23424.963
294,4,3079.13,0.28,52.61,2023,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12316.52,3448.6256000000003,8920.504400000002
296,9,27783.79,0.29,55.48,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250054.11000000002,72515.6919,177593.89810000002
298,3,12089.57,0.02,77.78,2023,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36268.71,725.3742,35621.1158
299,1,25363.61,0.19,35.65,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25363.61,4819.0859,20580.174100000004
300,10,1974.37,0.16,81.93,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19743.699999999997,3158.9919999999997,16666.638
302,2,3525.58,0.25,1.9,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7051.16,1762.79,5290.2699999999995
303,6,2027.25,0.28,18.41,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12163.5,3405.78,8776.13
304,9,775.91,0.2,44.34,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6983.19,1396.638,5630.892
305,7,6046.94,0.13,77.51,2024,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42328.579999999994,5502.715399999999,36903.374599999996
307,1,13032.14,0.06,88.66,2023,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13032.14,781.9283999999999,12338.871599999999
308,6,838.59,0.24,72.98,2024,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5031.54,1207.5696,3896.9504
311,7,6360.59,0.23,66.85,2024,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44524.130000000005,10240.549900000002,34350.430100000005
313,9,9447.351521955212,0.14,7.21,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85026.1636975969,11903.662917663567,73129.71077993335
314,1,54173.84,0.04,37.65,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54173.84,2166.9536,52044.5364
316,6,741.59,0.06,66.46,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4449.54,266.9724,4249.0276
317,10,1752.82,0.17,21.24,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17528.2,2979.7940000000003,14569.646
319,4,3335.01,0.23,6.42,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13340.04,3068.2092000000002,10278.2508
320,1,47474.96,0.35,51.64,2024,3.78987608752966,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47474.96,16616.235999999997,30910.364
321,7,6721.13,0.37,71.39,2023,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47047.91,17407.726700000003,29711.5733
323,1,176.8,0.05,10.6,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.8,8.840000000000002,178.56
324,8,10509.87,0.13,84.91,2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84078.96,10930.2648,73233.6052
325,8,14121.31,0.21,58.44,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112970.48,23723.800799999997,89305.1192
326,1,9447.351521955212,0.34,20.04,2024,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9447.351521955212,3212.0995174647724,6255.2920044904395
327,4,6109.84,0.18,70.45,2024,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24439.36,4399.0848,20110.7252
328,7,60862.24,0.31,82.74,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426035.68,132071.0608,294047.35919999995
329,9,2590.31,0.16,75.52,2023,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23312.79,3730.0464,19658.263600000002
330,2,9447.351521955212,0.19,63.18,2024,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18894.703043910424,3589.9935783429805,15367.889465567443
332,4,2495.35,0.36,32.33,2023,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9981.4,3593.3039999999996,6420.4259999999995
333,7,214.61,0.13,21.49,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.27,195.2951,1328.4649
335,6,15617.38,0.1,26.25,2024,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93704.28,9370.428,84360.102
336,9,178.87,0.29,42.44,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609.83,466.85069999999996,1185.4193
338,9,9447.351521955212,0.2,49.75,2023,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85026.1636975969,17005.232739519382,68070.68095807752
339,1,2590.56,0.02,72.23,2023,3.78987608752966,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590.56,51.8112,2610.9788
340,1,3784.06,0.39,75.42,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3784.06,1475.7834,2383.6966
341,1,9447.351521955212,0.226172997290527,82.46,2024,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9447.351521955212,2136.7358101778323,7393.07571177738
342,10,7630.66,0.13,8.63,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76306.6,9919.858000000002,66395.372
343,8,815.76,0.16,36.59,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6526.08,1044.1728,5518.4972
346,4,9447.351521955212,0.08,45.24,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37789.40608782085,3023.152487025668,34811.49360079518
